id,x1,x2,label
0,-1.4594976990728579,0.3052065660421328,0
1,-0.13043739191591316,0.7118278009608121,0
2,-1.5539668205019022,0.02145767274392163,0
3,-1.1386581284965127,0.6486433714345995,0
4,0.4660816428601768,0.2796601416351403,0
5,-1.5923094027075124,-0.1155890752791292,0
6,-1.0919299001107996,0.08223140348860242,0
7,-1.5555529828554213,0.4820850018858552,0
8,0.2695428585755145,0.17251046176483764,0
9,-0.1903731993888693,0.9809535459093173,0
10,-0.23617784409751647,0.33424432908496066,0
11,-1.842615267987104,-0.0011352493202915481,0
12,-0.7903081798690105,0.8171833517644718,0
13,-1.2151919989344413,0.3633675312046497,0
14,-0.5764749509281295,0.8276439159440652,0
15,0.2035519163323038,0.3960244738806078,0
16,-0.5433926667138399,0.7829339707002988,0
17,0.6485743666020092,0.1456553298818729,0
18,-1.0906894397247981,0.08659524218951484,0
19,-1.18327296841951,0.9852065743423293,0
20,-1.2814656496440788,0.3733904674658344,0
21,-0.12108500908524286,0.7215583119835274,0
22,-1.4469841740466465,-0.09111092451261049,0
23,-1.3602127169669882,0.05020372645526987,0
24,-0.9214400216684006,0.3464711829303455,0
25,0.5775443515898434,0.25458845555839543,0
26,-0.16585484945673762,0.8081136783869005,0
27,0.6695994568365238,-0.09217029510637224,0
28,0.5487163903551711,0.1459151688385901,0
29,-0.8900577982592743,0.6427589653772634,0
30,-1.239219283558063,0.39998014279271465,0
31,-1.570783419757355,0.02573662234950254,0
32,0.1389854867259613,0.44345163522717845,0
33,-0.08451335506643522,0.6953491101168219,0
34,-0.5397773934905803,0.5017287190550471,0
35,0.177628063721135,0.5158030091408572,0
36,0.5464441698053526,0.2615157678437775,0
37,-0.4325674894675911,0.6416328776570702,0
38,0.21943052034424937,0.45469039261084704,0
39,-0.9746235225582849,0.44799391800510224,0
40,-0.32529100946909134,0.9662269214947261,0
41,-1.2799141780143342,0.6422204040767279,0
42,-1.11322984808986,0.7470205428839449,0
43,-0.032263724023882334,0.8056649639499884,0
44,-1.0193999659807815,0.32419061340015853,0
45,-1.3972689370323492,0.5185035242765033,0
46,-0.4266800551530822,0.3967692084776671,0
47,-0.14945950038289788,0.19111327710627024,0
48,-1.2684290176521849,0.7707508516638004,0
49,0.4076133997692082,0.1079282615007205,0
50,0.271602033651657,0.6020007648838059,0
51,0.3179621439320977,-0.23025894523074203,0
52,-1.0955327096134895,0.040160482391104424,0
53,-1.0241493238391688,0.6124929021690569,0
54,-0.9433321126439881,0.017153264684410696,0
55,-1.1361495506349042,0.34035296077472266,0
56,-0.28111264778854983,0.6967749206857736,0
57,-1.0549728546129078,0.724439030935778,0
58,0.39490768260488823,0.4204285944973738,0
59,0.10320045732169014,0.34990157548840006,0
60,-0.91870034787322,0.49876646116290224,0
61,-0.4178833979529866,0.36843172477778124,0
62,-0.5660794032374236,1.0214456337136795,0
63,-1.103166362321503,0.6106082658999508,0
64,-0.9097718789065605,0.8312176555528282,0
65,-0.7617467757026299,1.026219489993927,0
66,-0.6291634687397726,0.7125181372778762,0
67,-0.10581582715278039,0.7976996201322903,0
68,0.46132062275029845,-0.260122641188583,0
69,-0.1377666478669771,0.934676888010753,0
70,0.15633060880586397,0.12574625125970718,0
71,-0.04600387961900615,0.7511127360291263,0
72,-1.2990213782174584,0.49281126353538185,0
73,0.17829315007223154,0.5094162060150766,0
74,0.786206824543896,0.14377949709436685,0
75,0.259586266299254,0.6279559424069511,0
76,0.2226015916321701,0.7152964750906862,0
77,-1.1350107527611115,0.9382650384272048,0
78,-0.8422430645653596,0.8927488655882505,0
79,-1.329448152992056,0.11491200974407773,0
80,-0.9163149390064133,0.5579993326901382,0
81,-0.3537361601221938,0.8759304265707182,0
82,-1.1397223831127623,0.33261623073869906,0
83,0.1488638821064183,0.03968874014667251,0
84,0.6364886515043264,-0.2323323997040463,0
85,0.5449078894668798,0.005569009344124298,0
86,-0.6774948653304358,0.4187011577622892,0
87,-0.6063258583266226,0.527523772102231,0
88,0.5142965875757151,0.13165625486521473,0
89,-0.4786914419611318,0.4957346986436386,0
90,0.6093251746467575,0.464737758937923,0
91,-1.0590434831742062,0.7446317630439767,0
92,-0.2703778844983259,0.7045262640007457,0
93,-0.13837231810094372,0.7219654380041829,0
